company,employment_type,schedule_type,min_salary,max_salary,currency,city,min_experience,max_experience,clean_key_skills,clean_title
ренью,full time, remote work,250000.0,200000.0,rub,екатеринбург,3,6.0,"['machine learning', ' python', ' data analysis', ' nlp']",data scientist
газпромбанк,full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['python', ' sql', ' git', ' atlassian jira', ' анализ данных']",data scientist hr-модели
виэйинтеллидженс,full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['sql', ' python', ' статистика', ' amplitude', ' google analytics', ' русский — c2 — в совершенство']",middle data analyst / product analyst
"vk, вконтакте",full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['ms sql', ' python', ' анализ данных', ' clickhouse', ' hadoop']",аналитик данных в data office
okko,full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['sql', ' python', ' data analysis', ' reporting']",data analyst middle/middle+ core-analytics
сеть партнерств,full time,not specified,300000.0,300000.0,rub,not specified,3,6.0,"['прогнозирование', ' python', ' sql', ' tableau', ' machine learning', ' data analysis', ' data science', ' git', ' анализ данных']",senior data scientist
«uzum technologies».,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['sql', ' python', ' аналитика', ' a/b тест', ' теория вероятность', ' математический анализ', ' русский — c2 — в совершенство']",data analyst ташкент
technodom operator (технодом оператор),full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['sql', ' анализ дать', ' работа с большим объемом информация', ' аналитическое мышление', ' коммуникация', ' работа в условиях многозадачность', ' qlik sense']",middle data аналитик middle data analyst
bestdoctor,full time,not specified,150000.0,300000.0,rub,москва,3,6.0,"['sql', ' tableau', ' python', ' data analysis', ' анализ бизнес показателей']",data analyst partner`s sales
kalinka - realty,full time,not specified,150000.0,150000.0,rub,москва,1,3.0,"['ad hoc analysis', ' python', ' olap online analytical processing', ' база данных: olap', ' аналитическое мышление', ' анализ дать', ' jupiter', ' pandas', ' powerbi', ' английский — b1 — средний']",аналитик данных / data scientist
ренью,full time, remote work,250000.0,200000.0,rub,екатеринбург,3,6.0,"['machine learning', ' python', ' data analysis', ' nlp']",data scientist
раэкс-аналитика,full time, flexible schedule,60000.0,80000.0,rub,москва,1,3.0,"['internet', ' пользователь пк', ' excel', ' поисковые система', ' английский язык intermediate', ' систематизация информация', ' работа с большим объемом информация', ' английский — b1 — средний']",esg – аналитик / data-miner
бкс бизнес и процессы,full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['ms sql', ' bi', ' sql', ' vba', ' power bi', ' анализ дать', ' анализ текущих финансовых показатель', ' atlassian jira', ' базы дать', ' отчётность', ' сосредоточенность', ' atlassian confluence', ' умение изучать']",аналитик данных/data analyst
quadcode,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['python', ' sql', ' английский — b2 — средне-продвинуть']","data analyst,  compliance department"
ренью,full time, remote work,250000.0,200000.0,rub,екатеринбург,3,6.0,"['machine learning', ' python', ' data analysis', ' nlp']",data scientist
insitech development,project work / one-time task, full day,175000.0,240000.0,rub,not specified,3,6.0,"['data mining', ' python', ' sql', ' pyspark', ' ml', ' big data', ' математическая статистика', ' pandas', ' анализ данных', ' статистический анализ', ' data science', ' spark', ' tableau']",data analyst
hs ad,full time,not specified,150000.0,249000.0,rub,москва,6,100.0,"['data science', ' sql', ' ms powerpoint', ' big data', ' анализ данных', ' marketing strategy development', ' analytical skills', ' mysql', ' статистический анализ', ' английский — c1 — продвинутый']",digital data analyst
okko,full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['sql', ' python', ' data analysis', ' reporting']",data analyst middle/middle+ core-analytics
едный цупс,full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['python', ' sql', ' data mining', ' ms sql', ' git', ' tableau']",data analyst
"vk, вконтакте",full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['ms sql', ' python', ' анализ данных', ' clickhouse', ' hadoop']",аналитик данных в data office
bestdoctor,full time,not specified,150000.0,300000.0,rub,москва,3,6.0,"['sql', ' tableau', ' python', ' data analysis', ' анализ бизнес показателей']",data analyst partner`s sales
виэйинтеллидженс,full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['sql', ' python', ' статистика', ' amplitude', ' google analytics', ' русский — c2 — в совершенство']",middle data analyst / product analyst
к сбнтек,full time, remote work,100000.0,240000.0,rub,москва,1,3.0,"['математическая статистика', ' анализ дать', ' статистический анализ', ' аналитика', ' sql', ' python', ' bpmn', ' оптимизация sq']",data analyst
movavi,full time, remote work,200000.0,200000.0,rub,not specified,3,6.0,"['python', ' sql', ' английский язык', ' анализ дать']",senior data analyst
rutube,full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['python', ' sql', ' базы дать', ' яндекс.метрик', ' google analytics']",data analyst web analysis
сбер. it,full time,not specified,150000.0,150000.0,rub,москва,1,3.0,"['sql', ' a/b тест', ' бизнес-анализ', ' анализ дать', ' bi']",data & product analyst пассивы физических лица
сбер для экспертов,full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['a/b тестирование', ' crm', ' a/b тест', ' x-sale', ' hadoop', ' spark', ' python']",senior data analyst в команду a/b тестирования
займиго мфк,full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['python', ' статистический анализ', ' математическая статистика', ' machine learning', ' анализ дать', ' математическое моделирование', ' регрессионный анализ', ' data science', ' аналитическое мышление', ' pandas', ' numpy', ' анализ временных ряд']",senior аналитик / senior data science москва
iek group,full time, remote work,200000.0,200000.0,rub,not specified,3,6.0,"['sql', ' python', ' olap online analytical processing', ' аналитическое мышление', ' ms sql']",data scientist
детский мир,full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['python', ' sql', ' linux', ' power bi']",data scientist
"еврохим, минерально-химическая компания",full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['python', ' sql', ' анализ данных', ' data science', ' data analysis']",senior data scientist
okko,full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['python', ' sql']","data analyst middle/middle+, ""customer experience"""
ранкс,full time, remote work,100000.0,150000.0,rub,not specified,3,6.0,"['python', ' математическая статистика', ' sql', ' pandas', ' машинное обучение']",middle data scientist
okko,full time,not specified,175000.0,300000.0,rub,санкт-петербург,3,6.0,"['python', ' sql']","data analyst middle/middle+, ""customer experience"""
газпромбанк,full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['python', ' sql', ' ms powerpoint', ' анализ дать', ' математическая статистика', ' ml']",data scientist senior
сиэй текнолоджи / cae technology,full time, flexible schedule,175000.0,240000.0,rub,not specified,0,0.0,"['английский язык', ' английский — c1 — продвинуть']",data analyst conversational ai
"лента, федеральная розничная сеть, it",full time, remote work,100000.0,240000.0,rub,not specified,1,3.0,"['uml', ' bpmn', ' sql', ' системный анализ', ' бизнес-анализ']",бизнес/системный аналитик big data
нтерфакс,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['xml', ' json', ' excel', ' sql']",аналитик данных продукт ru data
indrive,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['sql', ' spark', ' big data', ' scala', ' python', ' google cloud platform', ' aws', ' pyspark', ' etl', ' airflow', ' bigquery', ' алгоритмы и структуры данных', ' mdm', ' data quality', ' engineering', ' datalake']",senior data engineer data quality team
марс,full time,not specified,150000.0,150000.0,rub,москва,1,3.0,['английский — b2 — средне-продвинуть'],специалист по машинному обучению и анализу данных / data scientist middle
мамаева рина анатольевна,full time, remote work,200000.0,350000.0,rub,not specified,3,6.0,"['python', ' spark', ' hadoop', ' docker', ' kubernetes']",data engineer middle+
anabar,full time, remote work,200000.0,200000.0,rub,not specified,3,6.0,"['sql', ' python', ' clickhouse', ' hadoop', ' анализ данных']",data engineer senior
"лента, федеральная розничная сеть, супермаркет",full time, remote work,200000.0,200000.0,rub,not specified,3,6.0,"['python', ' fastapi', ' sql', ' postgresql', ' big data', ' математическая статистика', ' прогнозирование', ' data science']",руководитель группы data science
сбер. data science,full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['ml', ' python', ' sql']",middle data scientist
казах софт девелопмент,full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['python', ' sql', ' ооп', ' ms sql server', ' etl']",data engineer
вкусно — и точка,full time,not specified,150000.0,150000.0,rub,москва,1,3.0,"['python', ' sql', ' postgresql', ' clickhouse', ' hadoop', ' mlops', ' ni-fi', ' s3', ' spark', ' kafka', ' dwh', ' data lake', ' etl', ' базы данных', ' big data', ' data']",data engineer
latoken,full time,not specified,2500.0,4000.0,rub,not specified,3,6.0,"['python', ' dwh', ' postgressql', ' crm', ' erp']",data engineer remote
latoken,full time,not specified,2500.0,4000.0,rub,not specified,3,6.0,"['python', ' dwh', ' postgressql', ' crm', ' erp']",data engineer
корус консалтинг,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['b2b продажа', ' ведение переговор', ' управление проект', ' анализ дать', ' подготовка коммерческих предложение', ' развитие продажа', ' аналитическое мышление', ' управление отношениями с клиент', ' ориентация на результат', ' работа с ключевыми клиент', ' бизнес-анализ', ' power bi', ' big data']","менеджер по развитию бизнеса / bdm bi, data governance,  data quality,  big data, machine learning"
rutube,full time,not specified,150000.0,150000.0,rub,москва,1,3.0,"['python', ' sql', ' tableau', ' ssrs', ' power bi', ' clickhouse', ' субд', ' работа с базами данных', ' atlassian jira', ' atlassian confluence']",data engineer
платформа офд,full time, flexible schedule,300000.0,400000.0,rub,москва,3,6.0,"['python', ' java', ' scala', ' sql', ' big data', ' hadoop', ' spark', ' etl']",lead data engineer
peter partner,full time, remote work,200000.0,200000.0,rub,санкт-петербург,3,6.0,"['postgres', ' clickhouse', ' mongo db', ' airflow', ' airbyte', ' dbt', ' branch', ' apphud', ' amplitude', ' superset', ' python', ' sql', ' a/b тесты', ' английский — b1 — средний']",data engineer dwh
latoken,full time,not specified,2500.0,4000.0,rub,not specified,3,6.0,"['python', ' dwh', ' postgressql', ' crm', ' erp']",data engineer
gri,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['анализ дать', ' sql', ' big data', ' управление процесс', ' data analysis', ' architecture', ' визуализация дать', ' организаторские навыка']",data \ analytics lead
"магнт, розничная сеть",full time, remote work,100000.0,240000.0,rub,not specified,1,3.0,"['python', ' hadoop', ' linux', ' sql', ' bash', ' spark', ' математическая статистика', ' алгоритмы']",middle data scientist клиентская аналитика
"«группа черкизово», центральный офис",full time,not specified,150000.0,150000.0,rub,москва,1,3.0,"['английский язык', ' sap bw', ' ms access', ' ms visio', ' excel', ' продвинутый пользователь пк', ' английский — b2 — средне-продвинуть']",старший аналитик big data
апптимизм,full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['hive', ' python', ' sql', ' hadoop', ' spark', ' azure', ' etl', ' dwh', ' datalake', ' yandex cloud platform']",data engineer
"пао втб, средний и малый бизнес",full time,not specified,150000.0,150000.0,rub,москва,1,3.0,"['sql', ' подготовка презентация', ' linux', ' проведение презентация', ' ms sql']","data-аналитик команды ""продуктовая отчётность"""
мтс,full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['python', ' sql', ' математическая статистика', ' big data', ' machine learning', ' nlp', ' hadoop', ' spark', ' pandas', ' numpy', ' matplotlib', ' seaborn']",senior data scientist в направление рекламной платформы rnd big data
северсталь. it & digital,full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['python', ' sql', ' ms sql', ' английский язык', ' postgresql']",аналитик данных/middle data scientist computer vision
ок софт,full time,not specified,175000.0,250000.0,rub,москва,3,6.0,"['etl', ' python', ' airflow', ' dbt', ' git', ' postgresql', ' dwh']",data engineer dwh
«росбанк»,full time, remote work,100000.0,240000.0,rub,not specified,1,3.0,"['big data', ' power bi']",аналитик безопасности big data security champion
вкусно — и точка,full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['python', ' machine learning', ' sql', ' big data', ' spark', ' data analysis', ' teambuilding', ' ml']",chief data scientist / ds team lead
май,full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['python', ' sql', ' linux', ' bash', ' умение принимать решение']",data engeneer
"ннотех, группа компаний",full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['dwh', ' hadoop', ' hive', ' git', ' python', ' scala', ' sql']",data engineer дадм
т плюс,full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['python', ' sql', ' ms visio', ' обучение и развитие', ' big data']",системный аналитик big data
pricewaterhousecoopers,full time,not specified,150000.0,127500.0,rub,город алматы,6,100.0,"['sql', ' tableau', ' big data', ' power bi', ' qlikview']",manager / senior manager to data & analytics department
сбер. it,full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['python', ' sql', ' data mining', ' oracle bi', ' анализ данных']",data аналитик рекламная платформа
"ннотех, группа компаний",full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['dwh', ' hadoop', ' hive', ' git', ' python', ' scala', ' sql']",data engineer дадм
"ннотех, группа компаний",full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['dwh', ' hadoop', ' hive', ' git', ' python', ' scala', ' sql']",data engineer дадм
главстрой санкт-петербург,full time,not specified,150000.0,150000.0,rub,санкт-петербург,1,3.0,"['sql', ' python', ' numpy', ' git', ' machine learning', ' dwh', ' etl', ' pandas', ' data analysis', ' big data', ' парсинг']",data engineer
ru-center group,full time, remote work,200000.0,200000.0,rub,not specified,3,6.0,"['python', ' sql', ' hadoop']",data engineer
частное учреждение по цифровизации атомной отрасли «цифрум»,full time,not specified,150000.0,127500.0,rub,москва,6,100.0,"['анализ дать', ' базы дать', ' big data', ' sql', ' power bi', ' английский — b1 — средний']",data-аналитик корпоративная модель дать
литрес,full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['python', ' rest api', ' sql']",data scientist
ru-center group,full time, remote work,200000.0,200000.0,rub,not specified,3,6.0,"['python', ' sql', ' hadoop']",data engineer
корус консалтинг,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['ms powerpoint', ' бизнес-анализ', ' ms project', ' ms visio', ' управление проектами', ' оптимизация бизнес-процессов', ' ms power bi', ' qlik', ' tableau', ' presale', ' внедрение с']","solution architect / presales expert bi, data governance,  data quality,  big data, machine learning"
"ннотех, группа компаний",full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['hive', ' hadoop', ' git', ' python', ' scala']",data engineer направления разработки витрин дать
аристек системс,full time, flexible schedule,300000.0,350000.0,rub,минск,3,6.0,"['sql', ' английский язык', ' powerbi', ' quicksight', ' tableau', ' aws', ' английский — b2 — средне-продвинуть']",data engineer
мтс,full time,not specified,150000.0,127500.0,rub,москва,6,100.0,"['sql', ' python', ' a/b тест', ' математическая статистика', ' аналитическое мышление', ' nlp', ' ml', ' recsys']",senior/lead data scientist на продукт mts travel big data
ozon нформационные технологии,full time, remote work,200000.0,200000.0,rub,москва,3,6.0,"['python', ' pytorch', ' hadoop', ' data science', ' разработка поисковых технология', ' it']","data scientist, товарные рекомендация"
wildberries,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['python', ' panda', ' numpy', ' skipy', ' scikit-learn', ' postgresql', ' greenplum', ' clickhouse', ' vertica', ' xgboost', ' pytorch']",data scientist в команду товарных рекомендация
мтс,full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['sql', ' python', ' mathematical statistics', ' google analytics', ' google tag manager', ' статистический анализ', ' big data', ' математическая статистика', ' a/b тесты', ' web аналитика', ' анализ данных']",senior дата аналитик на продукт мтс аналитика big data
more.tv,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['clickhouse', ' python', ' базы дать', ' dwh', ' английский — a1 — начальный']",data engineer
мтс,full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['python', ' machine learning', ' data science', ' математическая статистика', ' git']",data scientist / ml-инженер big data
kokoc group,full time, remote work,100000.0,240000.0,rub,not specified,1,3.0,"['power bi', ' python', ' postgresql', ' sql', ' power query', ' google analytics', ' яндекс.метрика']",data engineer
делимобиль,full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['dwh', ' sql', ' python', ' kafka', ' vertica']",data-инженер dwh / разработчик sql + python
"vk, вконтакте",full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['xml', ' http', ' atlassian jira', ' ms sql', ' atlassian confluence']",системный аналитик в data office
wildberries,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['nlp', ' ml', ' data analysis', ' python', ' gpt']","senior data scientist,  анализ текста ds/nlp"
"ннотех, группа компаний",full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['python', ' sql', ' big data', ' data analysis', ' hadoop', ' математический анализ', ' математическая статистика', ' теория вероятность', ' статистический анализ', ' умение работать в условиях многозадачность', ' работа в условиях многозадачность']",data аналитик виртуальные ассистент
"вск, сао",full time,not specified,150000.0,150000.0,rub,москва,1,3.0,"['python', ' математическая статистика', ' sql', ' pandas', ' статистический анализ', ' машинное обучение', ' data science', ' ms sql', ' аналитическое мышление', ' data analysis', ' математическое моделирование', ' библиотеки: statsmodels catboost glm', ' субдд: ms sql postgresql oracle', ' apache airflow', ' mlflow']",data scientist главный исследователь данных по каско
сбермаркет,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['python', ' машинное обучение', ' системное мышление', ' аналитическое мышление', ' умение принимать решение']",middle/senior data scientist operations
"vk, вконтакте",full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['xml', ' http', ' atlassian jira', ' ms sql', ' atlassian confluence']",системный аналитик в data office
tele2,full time,not specified,150000.0,150000.0,rub,новомосковский административный округ,1,3.0,"['python', ' data mining', ' sql', ' бизнес-анализ', ' ms sql', ' hadoop', ' teradata', ' dwh', ' oracle', ' r', ' sa']",менеджер по анализу больших данных big data
мтс,full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['data catalog', ' business glossary', ' data steward', ' dama', ' метаданные', ' качество дать', ' каталог дать', ' data quality', ' управление данный', ' data governance']",главный администратор данных chief data steward
pepsico,full time,not specified,150000.0,150000.0,rub,москва,1,3.0,"['azure', ' sql', ' airflow', ' kubernetes', ' docker', ' rdbms', ' python', ' data engineer', ' ecomm', ' databases', ' английский — b2 — средне-продвинутый']",ecommerce data engineer
контур,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['nlp', ' machine learning', ' python', ' data science']",senior data scientist
корус консалтинг,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['b2b продажа', ' ведение переговор', ' управление проект', ' анализ дать', ' подготовка коммерческих предложение', ' развитие продажа', ' аналитическое мышление', ' управление отношениями с клиент', ' ориентация на результат', ' работа с ключевыми клиент', ' бизнес-анализ', ' power bi', ' big data']","менеджер по развитию бизнеса / bdm bi, data governance,  data quality,  big data, machine learning"
xalq banki,full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['python', ' sql', ' английский язык', ' tableau', ' ms powerpoint']",senior finance data analyst народного банка узбекистана
"vk, вконтакте",full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['python', ' hadoop', ' data engineering']",data engineer направление предиктивной аналитик
kivork,full time, remote work,200000.0,200000.0,rub,not specified,3,6.0,"['анализ данных', ' sql', ' python', ' power bi', ' ms excel']",data analyst
«росбанк»,full time, remote work,100000.0,240000.0,rub,not specified,1,3.0,"['python', ' sas', ' sql', ' r']",data scientist
федеральная сеть книжных магазинов читай-город,full time, flexible schedule,60000.0,280000.0,rub,not specified,1,3.0,"['python', ' анализ дать', ' pandas', ' визуализация дать', ' data analysis', ' sql']",младший аналитик данных / data analyst junior
«росбанк»,full time, remote work,100000.0,240000.0,rub,not specified,1,3.0,"['sql', ' oracle pl/sql']",data analyst
стандартпроект,full time,not specified,150000.0,150000.0,rub,москва,1,3.0,"['python', ' sql', ' ml', ' machine learning', ' машинное обучение']",data scientist / ml-разработчик
сбер. экспертам и руководителям,full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['статистический анализ', ' qlik sense', ' математическая статистика', ' sql', ' python', ' анализ дать', ' аналитическое мышление', ' английский язык']",аналитик данных / data analyst
омега,full time, remote work,110000.0,180000.0,rub,not specified,1,3.0,"['python', ' анализ дать', ' аналитическое мышление', ' работа с базами дать', ' бизнес-анализ', ' data analysis', ' математическая статистика']",data аналитик junior
вкусно — и точка,full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['python', ' machine learning', ' sql', ' big data', ' data science']",data scientist junior/junior+
перфект системс,full time, remote work,100000.0,240000.0,rub,not specified,1,3.0,"['английский — b1 — средний', ' test case', ' тестирование', ' atlassian jira', ' dwh', ' etl', ' elt', ' data lake', ' databases']",data qa
апптимизм,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['sql', ' spark', ' scrum', ' etl', ' agile', ' ms azure data lake', ' yandex cloud', ' datawarehouse', ' datalake', ' big data', ' entity-relations diagram', ' data flow diagram']",data architect
мойсклад,full time, remote work,200000.0,200000.0,rub,москва,3,6.0,"['python', ' sql', ' clickhouse', ' postgresql', ' bi', ' etl', ' apache kafka', ' apache airflow']",data engineer
latoken,full time,not specified,2500.0,4000.0,usd,not specified,3,6.0,"['python', ' dwh', ' postgressql', ' crm', ' erp']",data engineer
тинькофф,full time,not specified,150000.0,150000.0,rub,москва,1,3.0,"['ml', ' mathematical statistics', ' python', ' математическое моделирование']",data scientist в команду развития скоринговых модель
мойсклад,full time, remote work,200000.0,200000.0,rub,москва,3,6.0,"['python', ' sql', ' clickhouse', ' postgresql', ' bi', ' etl', ' apache kafka', ' apache airflow']",data engineer
"vk, вконтакте",full time,not specified,175000.0,300000.0,rub,санкт-петербург,3,6.0,"['python', ' java', ' hadoop', ' big data', ' spark', ' scala']",senior data scientist / machine learning engineer команда рекомендаций и машинного обучения
latoken,full time,not specified,2500.0,4000.0,usd,not specified,3,6.0,"['python', ' dwh', ' postgressql', ' crm', ' erp']",data engineer
datago!,full time, remote work,100000.0,250000.0,rub,not specified,1,3.0,"['python', ' asyncio', ' aiohttp', ' fastapi', ' panda', ' numpy', ' clickhouse', ' postgresql', ' google bigquery', ' celery', ' nginx', ' pytest', ' airflow']",python backend developer / data engineer
lesta games,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['python', ' scala', ' spark', ' sql', ' git']",data engineer etl developer
нтерфакс,full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['системный анализ', ' xml', ' json', ' excel', ' sql']",системный аналитик продукт ru data
vk,full time,not specified,150000.0,150000.0,rub,москва,1,3.0,"['python', ' c++', ' hadoop', ' pytorch', ' clickhouse', ' machine learning']",data scientist команда поиска и рекомендаций по rustore
latoken,full time,not specified,1500.0,4000.0,usd,not specified,3,6.0,"['python', ' dwh', ' postgressql', ' crm', ' erp']",data base architector
оскели групп,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['typescript', ' java', ' python', ' spark', ' hadoop', ' data science', ' kafka', ' oracle', ' mysql', ' принимать решения и за их результаты отвечать самостоятельный', ' power bi']",tl data engineer
платформа офд,full time,not specified,150000.0,150000.0,rub,москва,1,3.0,"['ms powerpoint', ' аналитические исследование', ' ms access', ' анализ дать']",менеджер проектов big data/retail audit
сберавто,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['big data', ' sql', ' hadoop', ' python', ' анализ дать', ' базы дать', ' визуализация дать']",data engineer
space307,full time,not specified,175000.0,300000.0,rub,санкт-петербург,3,6.0,"['linux', ' spark', ' sql', ' dwh', ' kafka', ' python', ' clickhouse', ' hadoop', ' etl']",senior data engineer
okko,full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['python', ' sql', ' deep learning', ' ml']",senior data scientist rec. system
"лента, федеральная розничная сеть, it",full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['agile project management', ' scrum', ' управление продукт', ' английский язык', ' python']",product owner/менеджер продукта big data
дом.рф,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['sql', ' python']",quant / data scientist руководитель направления управление риск
пк,full time, remote work,100000.0,240000.0,rub,not specified,1,3.0,"['etl', ' sql', ' nifi']",data engineer apache nifi
яндекс,full time, flexible schedule,300000.0,350000.0,rub,not specified,3,6.0,"['python', ' sql', ' postgresql', ' clickhouse', ' teradata', ' базы данных', ' dwh', ' data analysis']",data engineer в практикум
сбер. it,full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['sql', ' java', ' python', ' hadoop', ' qlikview', ' английский — a1 — начальный']",data engineer комплаенс
"компания «спортмастер», sportmaster lab",full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['data engineer', ' python', ' sql', ' hadoop', ' oracle']",senior data engineer
okko,full time,not specified,175000.0,300000.0,rub,санкт-петербург,3,6.0,"['python', ' sql', ' machine learning', ' сomputer vision']",data scientist middle+/senior транскодинг
okko,full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['python', ' sql', ' etl', ' dwh']","data engineer ""платформа экспериментов"""
okko,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['python', ' sql', ' deep learning', ' ml']",senior data scientist rec. system
okko,full time,not specified,175000.0,300000.0,rub,санкт-петербург,3,6.0,"['python', ' sql', ' etl', ' dwh']","data engineer ""платформа экспериментов"""
bestdoctor,full time,not specified,200000.0,300000.0,rub,not specified,3,6.0,"['postgresql', ' python', ' sql', ' airflow', ' greenplum']",data engineer remote
приложение «кошелёк»,full time, remote work,200000.0,200000.0,rub,санкт-петербург,3,6.0,"['dwh', ' big data', ' etl', ' java', ' python', ' clickhouse', ' greenplum', ' airflow', ' английский — b1 — средний']",senior data engineer
bestdoctor,full time,not specified,200000.0,300000.0,rub,not specified,3,6.0,"['postgresql', ' python', ' sql', ' airflow', ' greenplum']",data engineer remote
тинькофф,full time,not specified,175000.0,300000.0,rub,санкт-петербург,3,6.0,"['sql', ' hadoop', ' работа с базами дать', ' etl', ' базы дать', ' dwh', ' субд', ' databases']",business data engineer
тинькофф,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['sql', ' hadoop', ' работа с базами дать', ' etl', ' базы дать', ' dwh', ' субд']",business data engineer
нефтетранссервис,full time, remote work,100000.0,240000.0,rub,not specified,1,3.0,"['transact-sql', ' sql', ' python', ' dml']",нженер данных / data engineer
тинькофф,full time,not specified,175000.0,300000.0,rub,ростов-на-дону,3,6.0,"['sql', ' hadoop', ' работа с базами дать', ' etl', ' базы дать', ' dwh', ' субд', ' databases']",business data engineer
"ннотех, группа компаний",full time, remote work,200000.0,200000.0,rub,not specified,3,6.0,"['sql', ' hadoop', ' spark', ' hive', ' scala']",разработчик hadoop big data стрим витрины пк
"ннотех, группа компаний",full time, remote work,200000.0,200000.0,rub,not specified,3,6.0,"['sql', ' hadoop', ' spark', ' hive', ' scala']",разработчик hadoop big data стрим витрины пк
тинькофф,full time,not specified,175000.0,300000.0,rub,самара,3,6.0,"['sql', ' hadoop', ' etl', ' greenplum']",business data engineer
"еврохим, минерально-химическая компания",full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['dwh', ' субд', ' big data', ' базы данных', ' etl', ' sql', ' python', ' ооп', ' kafka', ' spark', ' apache kafka', ' numpy', ' алгоритмы', ' confluence', ' linux']",data engineer/etl-developer
тинькофф,full time,not specified,175000.0,300000.0,rub,уфа,3,6.0,"['sql', ' hadoop', ' etl', ' greenplum']",business data engineer
контур,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['python', ' etl', ' airflow', ' sql']",senior data engineer
контур,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['python', ' etl', ' airflow', ' sql']",senior data engineer
контур,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['python', ' etl', ' airflow', ' sql']",senior data engineer
