clean_title,clean_key_skills
lead/senior data analyst, a/b тесты
lead/senior data analyst, ad hoc analysis
автор курсов по data analytics,data analysis
автор курсов по data analytics, sql
автор курсов по data analytics, математическая статистика
автор курсов по data analytics, работа с базами данных
автор курсов по data analytics, postgresql
автор курсов по data analytics, numpy
автор курсов по data analytics, nosql
автор курсов по data analytics, mongodb
аналитик качества данных/data quality analyst,субд
аналитик качества данных/data quality analyst, sql
аналитик качества данных/data quality analyst, grafana
аналитик качества данных/data quality analyst, powerbi
senior\middle data scientist big data,python
senior\middle data scientist big data, sql
senior\middle data scientist big data, git
data analyst junior / аналитик дать,экономический анализ
data analyst junior / аналитик дать, аналитика продажа
data analyst junior / аналитик дать, бюджетирование
data analyst junior / аналитик дать, ценообразование
data analyst junior / аналитик дать, аналитика
data analyst junior / аналитик дать, roistat
data analyst junior / аналитик дать, экономическое моделирование
аналитик данных / data analyst,sql
аналитик данных / data analyst, python
аналитик данных / data analyst, математическая статистика
аналитик данных / data analyst, machine learning
аналитик данных / data analyst, big data
аналитик данных / data analyst, pyspark
аналитик данных / data analyst, spark
media data analyst / аналитик медиа-данные,sql
media data analyst / аналитик медиа-данные, internet
media data analyst / аналитик медиа-данные, аналитика
media data analyst / аналитик медиа-данные, cистемы управления базами дать
media data analyst / аналитик медиа-данные, бизнес-анализ
media data analyst / аналитик медиа-данные, аналитическое мышление
media data analyst / аналитик медиа-данные, аналитические исследование
media data analyst / аналитик медиа-данные, работа со см
media data analyst / аналитик медиа-данные, анализ дать
аналитик данных в data office,ms sql
аналитик данных в data office, python
аналитик данных в data office, анализ данных
аналитик данных в data office, clickhouse
аналитик данных в data office, hadoop
data analyst middle/middle+ core-analytics,sql
data analyst middle/middle+ core-analytics, python
data analyst middle/middle+ core-analytics, data analysis
data analyst middle/middle+ core-analytics, reporting
senior data analyst,python
senior data analyst, powerbi
senior data analyst, tableau
senior data analyst, power bi
senior data analyst, аналитическое мышление
senior data analyst, data analysis
аналитик данных / data engineer,python
аналитик данных / data engineer, sql
аналитик данных / data engineer, математическая статистика
аналитик данных / data engineer, математическое моделирование
аналитик данных / data engineer, power bi
аналитик данных / data engineer, data analysis
аналитик данных / data engineer, математический анализ
аналитик данных / data engineer, навыки работы с большим объемом информация
аналитик данных / data engineer, 1c: финансы
аналитик данных / data engineer, профессиональный пользователь пк
аналитик данных / data engineer, аналитические навыка
аналитик данных / data engineer, коммуникабельность
аналитик данных / data engineer, ответственность
аналитик данных / data engineer, работа в условиях многозадачность
аналитик данных / data engineer, ответственность и пунктуальность
аналитик данных / data engineer, высокая ответственность
аналитик data engeneer удаленно,hadoop
аналитик data engeneer удаленно, data analysis
аналитик data engeneer удаленно, анализ данных
аналитик data engeneer удаленно, sql
аналитик data engeneer удаленно, python
аналитик data engeneer удаленно, r
аналитик data engeneer удаленно, oracle
аналитик data engeneer удаленно, google analytics
аналитик data engeneer удаленно, appsflyer
аналитик data engeneer удаленно, amplitude
аналитик data engeneer удаленно, etl
data analyst,ms excel
data analyst, sql
data analyst, fine bi
data analyst, power bi
data analyst, английский язык
data analyst, английский — b2 — средне-продвинуть
data analyst,бизнес-анализ
data analyst, ms powerpoint
data analyst, sql
data analyst, аналитическое мышление
data analyst, английский язык
аналитик данных / data scientist,ad hoc analysis
аналитик данных / data scientist, python
аналитик данных / data scientist, olap online analytical processing
аналитик данных / data scientist, база данных: olap
аналитик данных / data scientist, аналитическое мышление
аналитик данных / data scientist, анализ дать
аналитик данных / data scientist, jupiter
аналитик данных / data scientist, pandas
аналитик данных / data scientist, powerbi
аналитик данных / data scientist, английский — b1 — средний
junior data analyst,sql
junior data analyst, python
junior data analyst, английский язык
junior data analyst, английский — b1 — средний
digital data analyst,data science
digital data analyst, sql
digital data analyst, ms powerpoint
digital data analyst, big data
digital data analyst, анализ данных
digital data analyst, marketing strategy development
digital data analyst, analytical skills
digital data analyst, mysql
digital data analyst, статистический анализ
digital data analyst, английский — c1 — продвинутый
data analyst customer experience analytics team,sql
data analyst customer experience analytics team, business analysis
data analyst customer experience analytics team, data analysis
data analyst customer experience analytics team, английский — b2 — средне-продвинутый
data scientist,sql
data scientist, python
data scientist, etl
data scientist, spark
web/data-аналитик,python
web/data-аналитик, ms sql
web/data-аналитик, анализ дать
web/data-аналитик, a/b тест
web/data-аналитик, анализ бизнес показатель
web/data-аналитик, power bi
data analyst,python
data analyst, computer vision
data analyst, tensorflow
data analyst, nlp
data analyst, pytorch
data analyst, data analysis
data analyst, linux
data analyst, data science
data analyst, алгоритмы
data analyst, ml
data scientist / дата-сайентист,python
data scientist / дата-сайентист, математическая статистика
data scientist / дата-сайентист, machine learning
data scientist / дата-сайентист, big data
data scientist / дата-сайентист, pyspark
data scientist / дата-сайентист, spark
data analyst middle,sql
data analyst middle, аналитическое мышление
data analyst middle, аналитика
data analyst middle, витрины дать
data-аналитик,python
data-аналитик, математическая статистика
data-аналитик, sql
data-аналитик, spark
data-аналитик, hadoop
data-аналитик, анализ дать
data-аналитик, теория вероятность
data-аналитик, базы дать
data-аналитик, data analysis
data-аналитик, математический анализ
data-аналитик, машинное обучение
data-аналитик, математическое моделирование
data-аналитик, работа с большим объемом информация
data-аналитик, machine learning
data-аналитик, data science
business data analyst,ms powerpoint
business data analyst, sql
business data analyst, python
business data analyst, tableau
business data analyst, power bi
business data analyst, работа с базами дать
business data analyst, статистика
business data analyst, бизнес-анализ
business data analyst, data analysis
business data analyst, bi
business data analyst, анализ дать
business data analyst, статистический анализ
business data analyst, визуализация дать
business data analyst, business intelligence systems
business data analyst, аналитическое мышление
business data analyst, бизнес-аналитика
business data analyst, базы дать
business data analyst, русский — c1 — продвинуть
business data analyst, английский — c1 — продвинуть
data engineer,big data
data engineer, java
data engineer, data analysis
data engineer, sql
data engineer, jira
data engineer, английский — b1 — средний
аналитик данных ml - data science,python
аналитик данных ml - data science, математическая статистика
аналитик данных ml - data science, data mining
аналитик данных ml - data science, c++
аналитик данных ml - data science, data science
data analyst,английский — b2 — средне-продвинуть
data analyst,data mining
data analyst, python
data analyst, sql
data analyst, pyspark
data analyst, ml
data analyst, big data
data analyst, математическая статистика
data analyst, pandas
data analyst, анализ дать
data analyst, статистический анализ
data analyst, data science
data analyst, spark
data analyst, tableau
middle data analyst,python
middle data analyst, sql
data аналитик/аналитик bi,scrum
data аналитик/аналитик bi, sql
data аналитик/аналитик bi, аналитическое мышление
data аналитик/аналитик bi, аналитические исследования
data аналитик/аналитик bi, аналитика продаж
data аналитик/аналитик bi, business intelligence systems
data analyst / аналитик дать,data analysis
data analyst / аналитик дать, визуализация дать
data analyst / аналитик дать, анализ текущих финансовых показатель
data analyst / аналитик дать, sql
data analyst / аналитик дать, tableau
data analyst / аналитик дать, анализ бизнес показатель
data analyst / аналитик дать, аналитика продажа
data analyst / аналитик дать, английский — b2 — средне-продвинуть
data scientist,machine learning
data scientist, python
data scientist, data analysis
data scientist, nlp
esg – аналитик / data-miner,internet
esg – аналитик / data-miner, пользователь пк
esg – аналитик / data-miner, excel
esg – аналитик / data-miner, поисковые система
esg – аналитик / data-miner, английский язык intermediate
esg – аналитик / data-miner, систематизация информация
esg – аналитик / data-miner, работа с большим объемом информация
esg – аналитик / data-miner, английский — b1 — средний
middle data analyst cvm,sql
middle data analyst cvm, data analyst
middle data analyst cvm, a/b тесты
data scientist dmag,machine learning
data scientist dmag, spark
data scientist dmag, docker
data scientist dmag, python
data analyst,data mining
data analyst, python
data analyst, sql
data analyst, pyspark
data analyst, ml
data analyst, big data
data analyst, математическая статистика
data analyst, pandas
data analyst, анализ данных
data analyst, статистический анализ
data analyst, data science
data analyst, spark
data analyst, tableau
data scientist middle+\senior,sql
data scientist middle+\senior, hadoop
data scientist middle+\senior, python
data scientist middle+\senior, pyspark
data scientist middle+\senior, airflow
аналитик данных / data engineer,python
аналитик данных / data engineer, sql
аналитик данных / data engineer, математическая статистика
аналитик данных / data engineer, математическое моделирование
аналитик данных / data engineer, power bi
аналитик данных / data engineer, data analysis
аналитик данных / data engineer, математический анализ
аналитик данных / data engineer, навыки работы с большим объемом информация
аналитик данных / data engineer, 1c: финансы
аналитик данных / data engineer, профессиональный пользователь пк
аналитик данных / data engineer, аналитические навыка
аналитик данных / data engineer, коммуникабельность
аналитик данных / data engineer, ответственность
аналитик данных / data engineer, работа в условиях многозадачность
аналитик данных / data engineer, ответственность и пунктуальность
аналитик данных / data engineer, высокая ответственность
data analyst,power bi
data analyst, машинное обучение
data analyst, python
data analyst, управление проект
data analyst, ml
data analyst, подготовка презентация
data аналитик/аналитик bi,scrum
data аналитик/аналитик bi, sql
data аналитик/аналитик bi, аналитическое мышление
data аналитик/аналитик bi, аналитические исследования
data аналитик/аналитик bi, аналитика продаж
data аналитик/аналитик bi, business intelligence systems
data scientist,бюджетирование
data scientist, подготовка презентация
data scientist, ms excel
data scientist, финансовый анализ
аналитик данных / data analyst,sql
аналитик данных / data analyst, организация рабочего процесс
аналитик данных / data analyst, python
аналитик данных / data analyst, node.js
аналитик данных / data analyst, google docs
аналитик данных / data analyst, аналитические навыка
аналитик данных / data analyst, excel
аналитик данных / data analyst, google таблица
аналитик данных / data analyst, ms powerpoint
аналитик данных / data analyst, автоматизация процесс
аналитик данных / data analyst, умение работать в условиях многозадачность
аналитик данных / data analyst, работа в ms office
аналитик данных / data analyst, js
аналитик данных / data analyst, системность
data scientist,machine learning
data scientist, python
data scientist, data analysis
data scientist, nlp
data analyst,математическая статистика
data analyst, анализ дать
data analyst, статистический анализ
data analyst, аналитика
data analyst, sql
data analyst, python
data analyst, bpmn
data analyst, оптимизация sq
data аналитик,высшее образование
data аналитик, взаимодействие с контрольными орган
data аналитик, анализ текущих финансовых показатель
data аналитик, высокая ответственность
data analyst,python
data analyst, sql
data analyst, data mining
data analyst, ms sql
data analyst, git
data analyst, tableau
data analyst/business growth analyst,python
data analyst/business growth analyst, sql
data analyst/business growth analyst, анализ дать
data analyst/business growth analyst, математическая статистика
data analyst/business growth analyst, анализ бизнес показатель
data analyst/business growth analyst, data analysis
data analyst/business growth analyst, аналитические исследование
data analyst/business growth analyst, a/b тест
data analyst/business growth analyst, математический анализ
аналитик данных/data analyst,ms sql
аналитик данных/data analyst, bi
аналитик данных/data analyst, sql
аналитик данных/data analyst, vba
аналитик данных/data analyst, power bi
аналитик данных/data analyst, анализ дать
аналитик данных/data analyst, анализ текущих финансовых показатель
аналитик данных/data analyst, atlassian jira
аналитик данных/data analyst, базы дать
аналитик данных/data analyst, отчётность
аналитик данных/data analyst, сосредоточенность
аналитик данных/data analyst, atlassian confluence
аналитик данных/data analyst, умение изучать
data scientist,machine learning
data scientist, python
data scientist, data analysis
data scientist, nlp
data scientist hr-модели,python
data scientist hr-модели, sql
data scientist hr-модели, git
data scientist hr-модели, atlassian jira
data scientist hr-модели, анализ данных
middle data analyst / product analyst,sql
middle data analyst / product analyst, python
middle data analyst / product analyst, статистика
middle data analyst / product analyst, amplitude
middle data analyst / product analyst, google analytics
middle data analyst / product analyst, русский — c2 — в совершенство
аналитик данных в data office,ms sql
аналитик данных в data office, python
аналитик данных в data office, анализ данных
аналитик данных в data office, clickhouse
аналитик данных в data office, hadoop
data analyst middle/middle+ core-analytics,sql
data analyst middle/middle+ core-analytics, python
data analyst middle/middle+ core-analytics, data analysis
data analyst middle/middle+ core-analytics, reporting
senior data scientist,прогнозирование
senior data scientist, python
senior data scientist, sql
senior data scientist, tableau
senior data scientist, machine learning
senior data scientist, data analysis
senior data scientist, data science
senior data scientist, git
senior data scientist, анализ данных
data analyst ташкент,sql
data analyst ташкент, python
data analyst ташкент, аналитика
data analyst ташкент, a/b тест
data analyst ташкент, теория вероятность
data analyst ташкент, математический анализ
data analyst ташкент, русский — c2 — в совершенство
middle data аналитик middle data analyst,sql
middle data аналитик middle data analyst, анализ дать
middle data аналитик middle data analyst, работа с большим объемом информация
middle data аналитик middle data analyst, аналитическое мышление
middle data аналитик middle data analyst, коммуникация
middle data аналитик middle data analyst, работа в условиях многозадачность
middle data аналитик middle data analyst, qlik sense
data analyst partner`s sales,sql
data analyst partner`s sales, tableau
data analyst partner`s sales, python
data analyst partner`s sales, data analysis
data analyst partner`s sales, анализ бизнес показателей
аналитик данных / data scientist,ad hoc analysis
аналитик данных / data scientist, python
аналитик данных / data scientist, olap online analytical processing
аналитик данных / data scientist, база данных: olap
аналитик данных / data scientist, аналитическое мышление
аналитик данных / data scientist, анализ дать
аналитик данных / data scientist, jupiter
аналитик данных / data scientist, pandas
аналитик данных / data scientist, powerbi
аналитик данных / data scientist, английский — b1 — средний
data scientist,machine learning
data scientist, python
data scientist, data analysis
data scientist, nlp
esg – аналитик / data-miner,internet
esg – аналитик / data-miner, пользователь пк
esg – аналитик / data-miner, excel
esg – аналитик / data-miner, поисковые система
esg – аналитик / data-miner, английский язык intermediate
esg – аналитик / data-miner, систематизация информация
esg – аналитик / data-miner, работа с большим объемом информация
esg – аналитик / data-miner, английский — b1 — средний
аналитик данных/data analyst,ms sql
аналитик данных/data analyst, bi
аналитик данных/data analyst, sql
аналитик данных/data analyst, vba
аналитик данных/data analyst, power bi
аналитик данных/data analyst, анализ дать
аналитик данных/data analyst, анализ текущих финансовых показатель
аналитик данных/data analyst, atlassian jira
аналитик данных/data analyst, базы дать
аналитик данных/data analyst, отчётность
аналитик данных/data analyst, сосредоточенность
аналитик данных/data analyst, atlassian confluence
аналитик данных/data analyst, умение изучать
"data analyst,  compliance department",python
"data analyst,  compliance department", sql
"data analyst,  compliance department", английский — b2 — средне-продвинуть
data scientist,machine learning
data scientist, python
data scientist, data analysis
data scientist, nlp
data analyst,data mining
data analyst, python
data analyst, sql
data analyst, pyspark
data analyst, ml
data analyst, big data
data analyst, математическая статистика
data analyst, pandas
data analyst, анализ данных
data analyst, статистический анализ
data analyst, data science
data analyst, spark
data analyst, tableau
digital data analyst,data science
digital data analyst, sql
digital data analyst, ms powerpoint
digital data analyst, big data
digital data analyst, анализ данных
digital data analyst, marketing strategy development
digital data analyst, analytical skills
digital data analyst, mysql
digital data analyst, статистический анализ
digital data analyst, английский — c1 — продвинутый
data analyst middle/middle+ core-analytics,sql
data analyst middle/middle+ core-analytics, python
data analyst middle/middle+ core-analytics, data analysis
data analyst middle/middle+ core-analytics, reporting
data analyst,python
data analyst, sql
data analyst, data mining
data analyst, ms sql
data analyst, git
data analyst, tableau
аналитик данных в data office,ms sql
аналитик данных в data office, python
аналитик данных в data office, анализ данных
аналитик данных в data office, clickhouse
аналитик данных в data office, hadoop
data analyst partner`s sales,sql
data analyst partner`s sales, tableau
data analyst partner`s sales, python
data analyst partner`s sales, data analysis
data analyst partner`s sales, анализ бизнес показателей
middle data analyst / product analyst,sql
middle data analyst / product analyst, python
middle data analyst / product analyst, статистика
middle data analyst / product analyst, amplitude
middle data analyst / product analyst, google analytics
middle data analyst / product analyst, русский — c2 — в совершенство
data analyst,математическая статистика
data analyst, анализ дать
data analyst, статистический анализ
data analyst, аналитика
data analyst, sql
data analyst, python
data analyst, bpmn
data analyst, оптимизация sq
senior data analyst,python
senior data analyst, sql
senior data analyst, английский язык
senior data analyst, анализ дать
data analyst web analysis,python
data analyst web analysis, sql
data analyst web analysis, базы дать
data analyst web analysis, яндекс.метрик
data analyst web analysis, google analytics
data & product analyst пассивы физических лица,sql
data & product analyst пассивы физических лица, a/b тест
data & product analyst пассивы физических лица, бизнес-анализ
data & product analyst пассивы физических лица, анализ дать
data & product analyst пассивы физических лица, bi
senior data analyst в команду a/b тестирования,a/b тестирование
senior data analyst в команду a/b тестирования, crm
senior data analyst в команду a/b тестирования, a/b тест
senior data analyst в команду a/b тестирования, x-sale
senior data analyst в команду a/b тестирования, hadoop
senior data analyst в команду a/b тестирования, spark
senior data analyst в команду a/b тестирования, python
senior аналитик / senior data science москва,python
senior аналитик / senior data science москва, статистический анализ
senior аналитик / senior data science москва, математическая статистика
senior аналитик / senior data science москва, machine learning
senior аналитик / senior data science москва, анализ дать
senior аналитик / senior data science москва, математическое моделирование
senior аналитик / senior data science москва, регрессионный анализ
senior аналитик / senior data science москва, data science
senior аналитик / senior data science москва, аналитическое мышление
senior аналитик / senior data science москва, pandas
senior аналитик / senior data science москва, numpy
senior аналитик / senior data science москва, анализ временных ряд
data scientist,sql
data scientist, python
data scientist, olap online analytical processing
data scientist, аналитическое мышление
data scientist, ms sql
data scientist,python
data scientist, sql
data scientist, linux
data scientist, power bi
senior data scientist,python
senior data scientist, sql
senior data scientist, анализ данных
senior data scientist, data science
senior data scientist, data analysis
"data analyst middle/middle+, ""customer experience""",python
"data analyst middle/middle+, ""customer experience""", sql
middle data scientist,python
middle data scientist, математическая статистика
middle data scientist, sql
middle data scientist, pandas
middle data scientist, машинное обучение
"data analyst middle/middle+, ""customer experience""",python
"data analyst middle/middle+, ""customer experience""", sql
data scientist senior,python
data scientist senior, sql
data scientist senior, ms powerpoint
data scientist senior, анализ дать
data scientist senior, математическая статистика
data scientist senior, ml
data analyst conversational ai,английский язык
data analyst conversational ai, английский — c1 — продвинуть
бизнес/системный аналитик big data,uml
бизнес/системный аналитик big data, bpmn
бизнес/системный аналитик big data, sql
бизнес/системный аналитик big data, системный анализ
бизнес/системный аналитик big data, бизнес-анализ
аналитик данных продукт ru data,xml
аналитик данных продукт ru data, json
аналитик данных продукт ru data, excel
аналитик данных продукт ru data, sql
senior data engineer data quality team,sql
senior data engineer data quality team, spark
senior data engineer data quality team, big data
senior data engineer data quality team, scala
senior data engineer data quality team, python
senior data engineer data quality team, google cloud platform
senior data engineer data quality team, aws
senior data engineer data quality team, pyspark
senior data engineer data quality team, etl
senior data engineer data quality team, airflow
senior data engineer data quality team, bigquery
senior data engineer data quality team, алгоритмы и структуры данных
senior data engineer data quality team, mdm
senior data engineer data quality team, data quality
senior data engineer data quality team, engineering
senior data engineer data quality team, datalake
специалист по машинному обучению и анализу данных / data scientist middle,английский — b2 — средне-продвинуть
data engineer middle+,python
data engineer middle+, spark
data engineer middle+, hadoop
data engineer middle+, docker
data engineer middle+, kubernetes
data engineer senior,sql
data engineer senior, python
data engineer senior, clickhouse
data engineer senior, hadoop
data engineer senior, анализ данных
руководитель группы data science,python
руководитель группы data science, fastapi
руководитель группы data science, sql
руководитель группы data science, postgresql
руководитель группы data science, big data
руководитель группы data science, математическая статистика
руководитель группы data science, прогнозирование
руководитель группы data science, data science
middle data scientist,ml
middle data scientist, python
middle data scientist, sql
data engineer,python
data engineer, sql
data engineer, ооп
data engineer, ms sql server
data engineer, etl
data engineer,python
data engineer, sql
data engineer, postgresql
data engineer, clickhouse
data engineer, hadoop
data engineer, mlops
data engineer, ni-fi
data engineer, s3
data engineer, spark
data engineer, kafka
data engineer, dwh
data engineer, data lake
data engineer, etl
data engineer, базы данных
data engineer, big data
data engineer, data
data engineer remote,python
data engineer remote, dwh
data engineer remote, postgressql
data engineer remote, crm
data engineer remote, erp
data engineer,python
data engineer, dwh
data engineer, postgressql
data engineer, crm
data engineer, erp
"менеджер по развитию бизнеса / bdm bi, data governance,  data quality,  big data, machine learning",b2b продажа
"менеджер по развитию бизнеса / bdm bi, data governance,  data quality,  big data, machine learning", ведение переговор
"менеджер по развитию бизнеса / bdm bi, data governance,  data quality,  big data, machine learning", управление проект
"менеджер по развитию бизнеса / bdm bi, data governance,  data quality,  big data, machine learning", анализ дать
"менеджер по развитию бизнеса / bdm bi, data governance,  data quality,  big data, machine learning", подготовка коммерческих предложение
"менеджер по развитию бизнеса / bdm bi, data governance,  data quality,  big data, machine learning", развитие продажа
"менеджер по развитию бизнеса / bdm bi, data governance,  data quality,  big data, machine learning", аналитическое мышление
"менеджер по развитию бизнеса / bdm bi, data governance,  data quality,  big data, machine learning", управление отношениями с клиент
"менеджер по развитию бизнеса / bdm bi, data governance,  data quality,  big data, machine learning", ориентация на результат
"менеджер по развитию бизнеса / bdm bi, data governance,  data quality,  big data, machine learning", работа с ключевыми клиент
"менеджер по развитию бизнеса / bdm bi, data governance,  data quality,  big data, machine learning", бизнес-анализ
"менеджер по развитию бизнеса / bdm bi, data governance,  data quality,  big data, machine learning", power bi
"менеджер по развитию бизнеса / bdm bi, data governance,  data quality,  big data, machine learning", big data
data engineer,python
data engineer, sql
data engineer, tableau
data engineer, ssrs
data engineer, power bi
data engineer, clickhouse
data engineer, субд
data engineer, работа с базами данных
data engineer, atlassian jira
data engineer, atlassian confluence
lead data engineer,python
lead data engineer, java
lead data engineer, scala
lead data engineer, sql
lead data engineer, big data
lead data engineer, hadoop
lead data engineer, spark
lead data engineer, etl
data engineer dwh,postgres
data engineer dwh, clickhouse
data engineer dwh, mongo db
data engineer dwh, airflow
data engineer dwh, airbyte
data engineer dwh, dbt
data engineer dwh, branch
data engineer dwh, apphud
data engineer dwh, amplitude
data engineer dwh, superset
data engineer dwh, python
data engineer dwh, sql
data engineer dwh, a/b тесты
data engineer dwh, английский — b1 — средний
data engineer,python
data engineer, dwh
data engineer, postgressql
data engineer, crm
data engineer, erp
data \ analytics lead,анализ дать
data \ analytics lead, sql
data \ analytics lead, big data
data \ analytics lead, управление процесс
data \ analytics lead, data analysis
data \ analytics lead, architecture
data \ analytics lead, визуализация дать
data \ analytics lead, организаторские навыка
middle data scientist клиентская аналитика,python
middle data scientist клиентская аналитика, hadoop
middle data scientist клиентская аналитика, linux
middle data scientist клиентская аналитика, sql
middle data scientist клиентская аналитика, bash
middle data scientist клиентская аналитика, spark
middle data scientist клиентская аналитика, математическая статистика
middle data scientist клиентская аналитика, алгоритмы
старший аналитик big data,английский язык
старший аналитик big data, sap bw
старший аналитик big data, ms access
старший аналитик big data, ms visio
старший аналитик big data, excel
старший аналитик big data, продвинутый пользователь пк
старший аналитик big data, английский — b2 — средне-продвинуть
data engineer,hive
data engineer, python
data engineer, sql
data engineer, hadoop
data engineer, spark
data engineer, azure
data engineer, etl
data engineer, dwh
data engineer, datalake
data engineer, yandex cloud platform
"data-аналитик команды ""продуктовая отчётность""",sql
"data-аналитик команды ""продуктовая отчётность""", подготовка презентация
"data-аналитик команды ""продуктовая отчётность""", linux
"data-аналитик команды ""продуктовая отчётность""", проведение презентация
"data-аналитик команды ""продуктовая отчётность""", ms sql
senior data scientist в направление рекламной платформы rnd big data,python
senior data scientist в направление рекламной платформы rnd big data, sql
senior data scientist в направление рекламной платформы rnd big data, математическая статистика
senior data scientist в направление рекламной платформы rnd big data, big data
senior data scientist в направление рекламной платформы rnd big data, machine learning
senior data scientist в направление рекламной платформы rnd big data, nlp
senior data scientist в направление рекламной платформы rnd big data, hadoop
senior data scientist в направление рекламной платформы rnd big data, spark
senior data scientist в направление рекламной платформы rnd big data, pandas
senior data scientist в направление рекламной платформы rnd big data, numpy
senior data scientist в направление рекламной платформы rnd big data, matplotlib
senior data scientist в направление рекламной платформы rnd big data, seaborn
аналитик данных/middle data scientist computer vision,python
аналитик данных/middle data scientist computer vision, sql
аналитик данных/middle data scientist computer vision, ms sql
аналитик данных/middle data scientist computer vision, английский язык
аналитик данных/middle data scientist computer vision, postgresql
data engineer dwh,etl
data engineer dwh, python
data engineer dwh, airflow
data engineer dwh, dbt
data engineer dwh, git
data engineer dwh, postgresql
data engineer dwh, dwh
аналитик безопасности big data security champion,big data
аналитик безопасности big data security champion, power bi
chief data scientist / ds team lead,python
chief data scientist / ds team lead, machine learning
chief data scientist / ds team lead, sql
chief data scientist / ds team lead, big data
chief data scientist / ds team lead, spark
chief data scientist / ds team lead, data analysis
chief data scientist / ds team lead, teambuilding
chief data scientist / ds team lead, ml
data engeneer,python
data engeneer, sql
data engeneer, linux
data engeneer, bash
data engeneer, умение принимать решение
data engineer дадм,dwh
data engineer дадм, hadoop
data engineer дадм, hive
data engineer дадм, git
data engineer дадм, python
data engineer дадм, scala
data engineer дадм, sql
системный аналитик big data,python
системный аналитик big data, sql
системный аналитик big data, ms visio
системный аналитик big data, обучение и развитие
системный аналитик big data, big data
manager / senior manager to data & analytics department,sql
manager / senior manager to data & analytics department, tableau
manager / senior manager to data & analytics department, big data
manager / senior manager to data & analytics department, power bi
manager / senior manager to data & analytics department, qlikview
data аналитик рекламная платформа,python
data аналитик рекламная платформа, sql
data аналитик рекламная платформа, data mining
data аналитик рекламная платформа, oracle bi
data аналитик рекламная платформа, анализ данных
data engineer дадм,dwh
data engineer дадм, hadoop
data engineer дадм, hive
data engineer дадм, git
data engineer дадм, python
data engineer дадм, scala
data engineer дадм, sql
data engineer дадм,dwh
data engineer дадм, hadoop
data engineer дадм, hive
data engineer дадм, git
data engineer дадм, python
data engineer дадм, scala
data engineer дадм, sql
data engineer,sql
data engineer, python
data engineer, numpy
data engineer, git
data engineer, machine learning
data engineer, dwh
data engineer, etl
data engineer, pandas
data engineer, data analysis
data engineer, big data
data engineer, парсинг
data engineer,python
data engineer, sql
data engineer, hadoop
data-аналитик корпоративная модель дать,анализ дать
data-аналитик корпоративная модель дать, базы дать
data-аналитик корпоративная модель дать, big data
data-аналитик корпоративная модель дать, sql
data-аналитик корпоративная модель дать, power bi
data-аналитик корпоративная модель дать, английский — b1 — средний
data scientist,python
data scientist, rest api
data scientist, sql
data engineer,python
data engineer, sql
data engineer, hadoop
"solution architect / presales expert bi, data governance,  data quality,  big data, machine learning",ms powerpoint
"solution architect / presales expert bi, data governance,  data quality,  big data, machine learning", бизнес-анализ
"solution architect / presales expert bi, data governance,  data quality,  big data, machine learning", ms project
"solution architect / presales expert bi, data governance,  data quality,  big data, machine learning", ms visio
"solution architect / presales expert bi, data governance,  data quality,  big data, machine learning", управление проектами
"solution architect / presales expert bi, data governance,  data quality,  big data, machine learning", оптимизация бизнес-процессов
"solution architect / presales expert bi, data governance,  data quality,  big data, machine learning", ms power bi
